Htno,Subcode,Subname,Internals,Grade,Credits
21B81A0469,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5
21B81A0469,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,C,3.0
21B81A0469,R203105F,DATA STRUCTURES,25,A,3.0
21B81A0470,R2031041,ANALOG ICS AND APPLICATIONS,21,D,3.0
21B81A0470,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,D,3.0
21B81A0470,R2031043,DIGITAL COMMUNICATIONS,26,D,3.0
21B81A0470,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0470,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5
21B81A0470,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0470,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0470,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5
21B81A0470,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,19,B,3.0
21B81A0470,R203105F,DATA STRUCTURES,24,C,3.0
21B81A0471,R2031041,ANALOG ICS AND APPLICATIONS,23,D,3.0
21B81A0471,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,D,3.0
21B81A0471,R2031043,DIGITAL COMMUNICATIONS,27,C,3.0
21B81A0471,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A+,1.5
21B81A0471,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0471,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0471,R2031047,INDIAN TRADITIONAL KNOWLEDGE,23,COMPLE,0.0
21B81A0471,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0471,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,B,3.0
21B81A0471,R203105F,DATA STRUCTURES,23,C,3.0
21B81A0472,R2031041,ANALOG ICS AND APPLICATIONS,14,D,3.0
21B81A0472,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,17,F,0.0
21B81A0472,R2031043,DIGITAL COMMUNICATIONS,21,D,3.0
21B81A0472,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,B,1.5
21B81A0472,R2031045,DIGITAL COMMUNICATIONS LAB,15,A,1.5
21B81A0472,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0472,R2031047,INDIAN TRADITIONAL KNOWLEDGE,22,COMPLE,0.0
21B81A0472,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0472,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,19,C,3.0
21B81A0472,R203105F,DATA STRUCTURES,20,C,3.0
21B81A0473,R2031041,ANALOG ICS AND APPLICATIONS,21,D,3.0
21B81A0473,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,D,3.0
21B81A0473,R2031043,DIGITAL COMMUNICATIONS,26,C,3.0
21B81A0473,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5
21B81A0473,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0473,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0473,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0473,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0473,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,26,C,3.0
21B81A0473,R203105F,DATA STRUCTURES,22,B,3.0
21B81A0474,R2031041,ANALOG ICS AND APPLICATIONS,11,F,0.0
21B81A0474,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,13,F,0.0
21B81A0474,R2031043,DIGITAL COMMUNICATIONS,17,F,0.0
21B81A0474,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,D,1.5
21B81A0474,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5
21B81A0474,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0474,R2031047,INDIAN TRADITIONAL KNOWLEDGE,24,COMPLE,0.0
21B81A0474,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0474,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,16,E,3.0
21B81A0474,R203105F,DATA STRUCTURES,18,F,0.0
21B81A0475,R2031041,ANALOG ICS AND APPLICATIONS,15,F,0.0
21B81A0475,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,15,F,0.0
21B81A0475,R2031043,DIGITAL COMMUNICATIONS,24,F,0.0
21B81A0475,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5
21B81A0475,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5
21B81A0475,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0475,R2031047,INDIAN TRADITIONAL KNOWLEDGE,22,COMPLE,0.0
21B81A0475,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0475,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,F,0.0
21B81A0475,R203105F,DATA STRUCTURES,21,C,3.0
21B81A0477,R2031041,ANALOG ICS AND APPLICATIONS,18,D,3.0
21B81A0477,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,15,F,0.0
21B81A0477,R2031043,DIGITAL COMMUNICATIONS,21,E,3.0
21B81A0477,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5
21B81A0477,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5
21B81A0477,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0477,R2031047,INDIAN TRADITIONAL KNOWLEDGE,24,COMPLE,0.0
21B81A0477,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0477,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,20,D,3.0
21B81A0477,R203105F,DATA STRUCTURES,17,E,3.0
21B81A0478,R2031041,ANALOG ICS AND APPLICATIONS,18,D,3.0
21B81A0478,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,D,3.0
21B81A0478,R2031043,DIGITAL COMMUNICATIONS,25,D,3.0
21B81A0478,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5
21B81A0478,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0478,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0478,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0478,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0478,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,19,C,3.0
21B81A0478,R203105F,DATA STRUCTURES,21,D,3.0
21B81A0479,R2031041,ANALOG ICS AND APPLICATIONS,20,D,3.0
21B81A0479,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,D,3.0
21B81A0479,R2031043,DIGITAL COMMUNICATIONS,24,C,3.0
21B81A0479,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0479,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0479,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0479,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0479,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0479,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,C,3.0
21B81A0479,R203105F,DATA STRUCTURES,20,C,3.0
21B81A0480,R2031041,ANALOG ICS AND APPLICATIONS,25,D,3.0
21B81A0480,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,E,3.0
21B81A0480,R2031043,DIGITAL COMMUNICATIONS,26,D,3.0
21B81A0480,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0480,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0480,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0480,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0480,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0480,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,D,3.0
21B81A0480,R203105F,DATA STRUCTURES,23,C,3.0
21B81A0481,R2031041,ANALOG ICS AND APPLICATIONS,24,B,3.0
21B81A0481,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,29,A,3.0
21B81A0481,R2031043,DIGITAL COMMUNICATIONS,29,B,3.0
21B81A0481,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5
21B81A0481,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0481,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0481,R2031047,INDIAN TRADITIONAL KNOWLEDGE,24,COMPLE,0.0
21B81A0481,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0481,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,26,C,3.0
21B81A0481,R203105F,DATA STRUCTURES,27,B,3.0
21B81A0482,R2031041,ANALOG ICS AND APPLICATIONS,18,F,0.0
21B81A0482,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,F,0.0
21B81A0482,R2031043,DIGITAL COMMUNICATIONS,23,F,0.0
21B81A0482,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,B,1.5
21B81A0482,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0482,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0482,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0482,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0482,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,F,0.0
21B81A0482,R203105F,DATA STRUCTURES,20,F,0.0
21B81A0483,R2031041,ANALOG ICS AND APPLICATIONS,15,F,0.0
21B81A0483,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,15,E,3.0
21B81A0483,R2031043,DIGITAL COMMUNICATIONS,20,E,3.0
21B81A0483,R2031044,ANALOG ICS AND APPLICATIONS LAB,9,C,1.5
21B81A0483,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0483,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0483,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0483,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0483,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,20,D,3.0
21B81A0483,R203105F,DATA STRUCTURES,22,C,3.0
21B81A0484,R2031041,ANALOG ICS AND APPLICATIONS,23,C,3.0
21B81A0484,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,C,3.0
21B81A0484,R2031043,DIGITAL COMMUNICATIONS,21,E,3.0
21B81A0484,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5
21B81A0484,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5
21B81A0484,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0484,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0484,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0484,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,25,C,3.0
21B81A0484,R203105F,DATA STRUCTURES,24,C,3.0
21B81A0485,R2031041,ANALOG ICS AND APPLICATIONS,19,F,0.0
21B81A0485,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,18,F,0.0
21B81A0485,R2031043,DIGITAL COMMUNICATIONS,19,E,3.0
21B81A0485,R2031044,ANALOG ICS AND APPLICATIONS LAB,9,B,1.5
21B81A0485,R2031045,DIGITAL COMMUNICATIONS LAB,13,A,1.5
21B81A0485,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0485,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0485,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0485,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,C,3.0
21B81A0485,R203105F,DATA STRUCTURES,25,D,3.0
21B81A0486,R2031041,ANALOG ICS AND APPLICATIONS,19,C,3.0
21B81A0486,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,D,3.0
21B81A0486,R2031043,DIGITAL COMMUNICATIONS,23,D,3.0
21B81A0486,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,A,1.5
21B81A0486,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0486,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0486,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0.0
21B81A0486,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0486,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,C,3.0
21B81A0486,R203105F,DATA STRUCTURES,22,C,3.0
21B81A0487,R2031041,ANALOG ICS AND APPLICATIONS,21,D,3.0
21B81A0487,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,22,F,0.0
21B81A0487,R2031043,DIGITAL COMMUNICATIONS,24,D,3.0
21B81A0487,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0487,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0487,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0487,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0487,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0487,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,27,B,3.0
21B81A0487,R203105F,DATA STRUCTURES,23,B,3.0
21B81A0488,R2031041,ANALOG ICS AND APPLICATIONS,23,D,3.0
21B81A0488,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,C,3.0
21B81A0488,R2031043,DIGITAL COMMUNICATIONS,22,E,3.0
21B81A0488,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5
21B81A0488,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0488,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0488,R2031047,INDIAN TRADITIONAL KNOWLEDGE,28,COMPLE,0.0
21B81A0488,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0488,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,C,3.0
21B81A0488,R203105F,DATA STRUCTURES,24,C,3.0
21B81A0489,R2031041,ANALOG ICS AND APPLICATIONS,21,C,3.0
21B81A0489,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,C,3.0
21B81A0489,R2031043,DIGITAL COMMUNICATIONS,27,A,3.0
21B81A0489,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,B,1.5
21B81A0489,R2031045,DIGITAL COMMUNICATIONS LAB,13,B,1.5
21B81A0489,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0489,R2031047,INDIAN TRADITIONAL KNOWLEDGE,15,COMPLE,0.0
21B81A0489,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0489,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,27,B,3.0
21B81A0489,R203105F,DATA STRUCTURES,23,B,3.0
21B81A0490,R2031041,ANALOG ICS AND APPLICATIONS,17,F,0.0
21B81A0490,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,13,E,3.0
21B81A0490,R2031043,DIGITAL COMMUNICATIONS,19,F,0.0
21B81A0490,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5
21B81A0490,R2031045,DIGITAL COMMUNICATIONS LAB,15,A,1.5
21B81A0490,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A0490,R2031047,INDIAN TRADITIONAL KNOWLEDGE,18,COMPLE,0.0
21B81A0490,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0490,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,D,3.0
21B81A0490,R203105F,DATA STRUCTURES,20,E,3.0
21B81A0492,R2031041,ANALOG ICS AND APPLICATIONS,22,D,3.0
21B81A0492,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,26,C,3.0
21B81A0492,R2031043,DIGITAL COMMUNICATIONS,26,B,3.0
21B81A0492,R2031044,ANALOG ICS AND APPLICATIONS LAB,12,A,1.5
21B81A0492,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5
21B81A0492,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0492,R2031047,INDIAN TRADITIONAL KNOWLEDGE,24,COMPLE,0.0
21B81A0492,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0492,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,24,B,3.0
21B81A0492,R203105F,DATA STRUCTURES,26,B,3.0
21B81A0493,R2031041,ANALOG ICS AND APPLICATIONS,20,C,3.0
21B81A0493,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,C,3.0
21B81A0493,R2031043,DIGITAL COMMUNICATIONS,24,D,3.0
21B81A0493,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0493,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5
21B81A0493,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0493,R2031047,INDIAN TRADITIONAL KNOWLEDGE,20,COMPLE,0.0
21B81A0493,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0493,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,25,C,3.0
21B81A0493,R203105F,DATA STRUCTURES,22,B,3.0
21B81A0494,R2031041,ANALOG ICS AND APPLICATIONS,22,D,3.0
21B81A0494,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,D,3.0
21B81A0494,R2031043,DIGITAL COMMUNICATIONS,24,D,3.0
21B81A0494,R2031044,ANALOG ICS AND APPLICATIONS LAB,13,A,1.5
21B81A0494,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0494,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0494,R2031047,INDIAN TRADITIONAL KNOWLEDGE,10,COMPLE,0.0
21B81A0494,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0494,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,23,C,3.0
21B81A0494,R203105F,DATA STRUCTURES,24,C,3.0
21B81A0495,R2031041,ANALOG ICS AND APPLICATIONS,23,C,3.0
21B81A0495,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,23,D,3.0
21B81A0495,R2031043,DIGITAL COMMUNICATIONS,26,C,3.0
21B81A0495,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0495,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0495,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0495,R2031047,INDIAN TRADITIONAL KNOWLEDGE,11,COMPLE,0.0
21B81A0495,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0495,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,22,C,3.0
21B81A0495,R203105F,DATA STRUCTURES,23,C,3.0
21B81A0496,R2031041,ANALOG ICS AND APPLICATIONS,16,E,3.0
21B81A0496,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,20,D,3.0
21B81A0496,R2031043,DIGITAL COMMUNICATIONS,20,D,3.0
21B81A0496,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,A,1.5
21B81A0496,R2031045,DIGITAL COMMUNICATIONS LAB,14,A+,1.5
21B81A0496,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0496,R2031047,INDIAN TRADITIONAL KNOWLEDGE,15,COMPLE,0.0
21B81A0496,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0496,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,20,C,3.0
21B81A0496,R203105F,DATA STRUCTURES,23,E,3.0
21B81A0497,R2031041,ANALOG ICS AND APPLICATIONS,20,B,3.0
21B81A0497,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,27,B,3.0
21B81A0497,R2031043,DIGITAL COMMUNICATIONS,24,C,3.0
21B81A0497,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A0497,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A0497,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0497,R2031047,INDIAN TRADITIONAL KNOWLEDGE,18,COMPLE,0.0
21B81A0497,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0497,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,28,B,3.0
21B81A0497,R203105F,DATA STRUCTURES,25,B,3.0
21B81A0498,R2031041,ANALOG ICS AND APPLICATIONS,19,D,3.0
21B81A0498,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,E,3.0
21B81A0498,R2031043,DIGITAL COMMUNICATIONS,23,C,3.0
21B81A0498,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,B,1.5
21B81A0498,R2031045,DIGITAL COMMUNICATIONS LAB,15,A,1.5
21B81A0498,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0498,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0498,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5
21B81A0498,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,25,C,3.0
21B81A0498,R203105F,DATA STRUCTURES,21,C,3.0
21B81A0499,R2031041,ANALOG ICS AND APPLICATIONS,17,D,3.0
21B81A0499,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,16,D,3.0
21B81A0499,R2031043,DIGITAL COMMUNICATIONS,22,C,3.0
21B81A0499,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,C,1.5
21B81A0499,R2031045,DIGITAL COMMUNICATIONS LAB,14,A,1.5
21B81A0499,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A0499,R2031047,INDIAN TRADITIONAL KNOWLEDGE,25,COMPLE,0.0
21B81A0499,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5
21B81A0499,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,C,3.0
21B81A0499,R203105F,DATA STRUCTURES,23,B,3.0
21B81A04A0,R2031041,ANALOG ICS AND APPLICATIONS,26,C,3.0
21B81A04A0,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,25,B,3.0
21B81A04A0,R2031043,DIGITAL COMMUNICATIONS,25,B,3.0
21B81A04A0,R2031044,ANALOG ICS AND APPLICATIONS LAB,11,A,1.5
21B81A04A0,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A04A0,R2031046,DATA STRUCTURES USING JAVA LAB,0,A+,2.0
21B81A04A0,R2031047,INDIAN TRADITIONAL KNOWLEDGE,15,COMPLE,0.0
21B81A04A0,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5
21B81A04A0,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,26,B,3.0
21B81A04A0,R203105F,DATA STRUCTURES,23,B,3.0
21B81A04A1,R2031041,ANALOG ICS AND APPLICATIONS,10,F,0.0
21B81A04A1,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,11,F,0.0
21B81A04A1,R2031043,DIGITAL COMMUNICATIONS,14,F,0.0
21B81A04A1,R2031044,ANALOG ICS AND APPLICATIONS LAB,0,ABSENT,0.0
21B81A04A1,R2031045,DIGITAL COMMUNICATIONS LAB,5,ABSENT,0.0
21B81A04A1,R2031046,DATA STRUCTURES USING JAVA LAB,0,ABSENT,0.0
21B81A04A1,R2031047,INDIAN TRADITIONAL KNOWLEDGE,18,COMPLE,0.0
21B81A04A1,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,ABSENT,0.0
21B81A04A1,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,16,F,0.0
21B81A04A1,R203105F,DATA STRUCTURES,8,F,0.0
21B81A04A2,R2031041,ANALOG ICS AND APPLICATIONS,12,E,3.0
21B81A04A2,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,12,E,3.0
21B81A04A2,R2031043,DIGITAL COMMUNICATIONS,18,E,3.0
21B81A04A2,R2031044,ANALOG ICS AND APPLICATIONS LAB,3,ABSENT,0.0
21B81A04A2,R2031045,DIGITAL COMMUNICATIONS LAB,11,B,1.5
21B81A04A2,R2031046,DATA STRUCTURES USING JAVA LAB,0,A,2.0
21B81A04A2,R2031047,INDIAN TRADITIONAL KNOWLEDGE,0,COMPLE,0.0
21B81A04A2,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5
21B81A04A2,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,15,E,3.0
21B81A04A2,R203105F,DATA STRUCTURES,10,D,3.0
21B81A04A3,R2031041,ANALOG ICS AND APPLICATIONS,16,D,3.0
21B81A04A3,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,16,F,0.0
21B81A04A3,R2031043,DIGITAL COMMUNICATIONS,21,E,3.0
21B81A04A3,R2031044,ANALOG ICS AND APPLICATIONS LAB,10,A,1.5
21B81A04A3,R2031045,DIGITAL COMMUNICATIONS LAB,15,A,1.5
21B81A04A3,R2031046,DATA STRUCTURES USING JAVA LAB,0,B,2.0
21B81A04A3,R2031047,INDIAN TRADITIONAL KNOWLEDGE,15,COMPLE,0.0
21B81A04A3,R2031048,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5
21B81A04A3,R203104C,COMPUTER ARCHITECTURE & ORGANIZATION,21,D,3.0
21B81A04A3,R203105F,DATA STRUCTURES,18,D,3.0
21B81A04A4,R2031041,ANALOG ICS AND APPLICATIONS,19,D,3.0
21B81A04A4,R2031042,ELECTROMAGNETIC WAVES AND TRANSMISSION L,21,E,3.0
21B81A04A4,R2031043,DIGITAL COMMUNICATIONS,23,B,3.0
21B81A04A4,R2031044,ANALOG ICS AND APPLICATIONS LAB,9,D,1.5
21B81A04A4,R2031045,DIGITAL COMMUNICATIONS LAB,15,A+,1.5
21B81A04A4,R2031046,DATA STRUCTURES USING JAVA LAB,0,B,2.0
21B81A04A4,R2031047,INDIAN TRADITIONAL KNOWLEDGE,18,COMPLE,0.0
